course_name,course_url,grading_basis,grading_trend,enrollment_trend,recent_reviews
ME 257,https://ucsbplat.com/curriculum/class/FALL%202025%2035709,Letter Grade,"[""A"", ""A""]","[5, 12]",[]
MCDB 595MP,https://ucsbplat.com/curriculum/class/FALL%202025%2034959,Pass/No Pass,[],"[6, 20]","[""What a mess this class was. Yeah, he's hilarious and is available for lots of office hours but when the average for both midterms is 40% and he decides to make the final 10x more difficulty covering material that was never taught.. you gotta take a second to look at the teacher. Interesting subject, complete garbage professor."", ""I would highly recommend taking a class with Mahan. His tests are really hard but he actually cares about the students doing well so if you go to his office hours it helps a lot. If he stars something on the board, 98% chance it will be on the midterm or final."", ""Great guy, great professor. Tests are really hard and require you to think outside the box which makes it very tricky, especially if you only have 50minutes. Large part of grade for 132L is also for an exam which isn't too related to the actual lab which is dumb. Should have been more based on lab performance and results in lab instead.""]"
ANTH 147,https://ucsbplat.com/curriculum/class/FALL%202025%2000547,Letter Grade,"[""A"", ""A""]","[38, 40]","[""People who took this class with other professors told me that it would be interesting but Walsh specifically found a way to make it so boring. An 8 slide lecture with three bullet points each can easily take the full hour 15. He seems very passionate but I just couldn't sit through the lectures. Graded on in class essay, online final, and a paper.""]"
MATH 2A,https://ucsbplat.com/curriculum/class/FALL%202025%2030064,Letter Grade,"[""A"", ""A""]","[100, 25]","[""Porter is a great professor, although he would mumble to himself when doing work in lecture. Difficulty wise, its a higher level of math so its difficult. Exams are so much easier than the HW and practice exams. Just talk to him and ask questions, both Porter and the TA's are great. Grading is fair, just make sure HW does not pile up!"", ""Grading was fair and the curve was generous at the end of the class. Just make sure to stay on top of your homework and the lectures as it can pile up. I had never taken any calculus prior to this class, but it was still manageable for me.""]"
PHIL 230G,https://ucsbplat.com/curriculum/class/FALL%202025%2054783,Letter Grade,[],[],"[""Professor Roskies is a challenging professor not because of the way she teaches but because of the breadth of her field and the lack of prerequisites for this class. I took 124G, and what really allowed me to succeed in this class was just doing the readings and taking PSY 120 (consc&cog). This class requires genuine interest and hard work.""]"
LATIN 215,https://ucsbplat.com/curriculum/class/FALL%202025%2059709,Pass/No Pass,"[""0%"", ""0%""]","[20, 8]","[""Prof. MacLean is one of the best and easiest profs. Attendance is mandatory for the first 6 attendance pop quizzes, but she tells you the answers. 1 take home/online midterm, 2 source analyses, and the final is optional if all you're aiming for is a P/NP or a B+. I would 100% recommend this class, also a plus that there's no section."", ""Prof Maclean was a very helpful teacher who was easy to approach. This was one of my favorite classes I've taken here at UCSB. If you put in the work outside of class the class will come easy. Lost of memorization so if you don't take the time you will fall behind. The class itself was laid back and she was a pretty easy grader. would recommend""]"
MATH 8,https://ucsbplat.com/curriculum/class/FALL%202025%2031526,Letter Grade,"[""A"", ""A-""]","[35, 18, 17]","[""I have had prof Schley for 2 classes now, I think he is much better in upper division style classes that are more concept heavy than raw computation heavy. Both classes had a lot of homework and difficult weekly quizzes. If you want an easy A and to learn very little you probably wont like him as a professor."", ""Nathan is quite literally the worst teacher/professor I've ever had. From not clearly answering questions, to assigning homework and quizzes weekly, I eventually had to drop his Math108A course, but if I stayed in his course, Im sure I would've gotten a C- or lower...""]"
COMM 125,https://ucsbplat.com/curriculum/class/FALL%202025%2061838,Letter Grade,"[""A""]",[175],"[""dr. hamilton is great! 3 papers, attendance is mandatory, and a final. each paper has very clear grading criteria and are graded pretty fairly. lectures are very engaging as well. i recommend!"", ""She talks fast but wants you to do well. In order to do well in this class you have to do all assignments and attend office hours."", ""Pretty unique course. You get assigned to a group of about six people and have to create your own marketing firm and complete assignments for a real world client. If you have a good group that evenly divides work you'll be fine. If not, good luck. I've been able to use some of the stuff I've made for this class for resumes/interviews. I recommend.""]"
CHEM 127,https://ucsbplat.com/curriculum/class/FALL%202025%2054551,Letter Grade,"[""A"", ""A""]","[14, 32, 10]",[]
ECE 179P,https://ucsbplat.com/curriculum/class/FALL%202025%2057604,Letter Grade,"[""A"", ""A""]","[6, 71]",[]
ME 140A,https://ucsbplat.com/curriculum/class/FALL%202025%2035337,Letter Grade,"[""A"", ""B""]","[14, 75, 79]",[]
PSTAT 120A,https://ucsbplat.com/curriculum/class/FALL%202025%2043034,Letter Grade,"[""B"", ""B+""]","[100, 25, 25]","[""It's nice to have a class where the professor truly wants you to get a good grade. Every step of the way he makes it easy to make up your grade or do better. The final was out of 115 points but he grades it out of 100. Dr. J is very nice.\n\nThat said, if I could give him a difficulty of 0 I would. The class was not challenging in the slightest."", ""It was difficult to understand him sometimes during lecture because of his accent, but he is a very nice prof and very good at teaching the material as well. Lectures can be kind of difficult to follow sometimes, but the book is extremely helpful. Super generous exam curves, would take again if I could.""]"
COMM 117,https://ucsbplat.com/curriculum/class/FALL%202025%2061812,Letter Grade,"[""A-"", ""B""]","[90, 180, 153, 71]",[]
MUS 152,https://ucsbplat.com/curriculum/class/FALL%202025%2037184,Letter Grade,"[""A"", ""A""]","[9, 6, 10]",[]
EEMB 2LL,https://ucsbplat.com/curriculum/class/FALL%202025%2017434,Letter Grade,"[""A+"", ""A+""]","[24, 24]","[""It sucks I have to rate this class so low, because my TA was really good. The subject matter was not as interesting as MCDB lab, but the exercises were much easier since we got instant feedback/unlimited attempts. Nguyen is not very responsive, you should never ask for help unless really necessary. So many tech issues, and she's not very helpful."", ""Unpopular opinion, Alice is an incredible professor. I just finished the entire intro biology series + labs and honestly, I think she did everything that she could to be helpful throughout the series. Yeah there were a few errors on her end- but cut her some slack, the woman manages the ENTIRE intro bio department. IDK why she gets so much hate.""]"
ENGR 195A,https://ucsbplat.com/curriculum/class/FALL%202025%2019729,Letter Grade,"[""A""]","[33, 42, 42]","[""Great Professor, explains concepts really well. Also really wants to help and you can tell he puts in the effort to make good lectures and give good answers."", ""Prof Ilan is from EP. None of the project from EP. So you will learn nothing, easy A. Most projects are simpler than ECE5."", ""All you get is program management, dont take this class""]"
GEOG 263,https://ucsbplat.com/curriculum/class/FALL%202025%2024315,Letter Grade,"[""A"", ""A""]","[12, 9]",[]
LING 595,https://ucsbplat.com/curriculum/class/FALL%202025%2029686,Letter Grade,"[""A"", ""A""]","[5, 15, 15]","[""This class was really interesting, but it is a lot like LING 70 if you have taken that class before. This was my first upper division class and it was still very manageable. She is super accommodating and very knowledgeable."", ""One of the best professors at UCSB. She clearly cares about her students and understands the struggles that students go through in college. The actual class is easy, lots of random work but easy stuff. Easy A, just show up and do your assignments."", ""Great class, but lectures were awkward at times due to Professor Bucholtz's white guilt that would show through some of the things she would say. Other than that, there are a lot of assignments, but a lot of things end up being dropped from your grade. No in-class midterm/final. Overall, an easy A. Just wish it was taught by a person of color.""]"
LING 3A,https://ucsbplat.com/curriculum/class/FALL%202025%2028894,Pass/No Pass,[],"[18, 18]",[]
MUS 222X,https://ucsbplat.com/curriculum/class/FALL%202025%2037432,Letter Grade,"[""A"", ""A""]","[5, 8]","[""Took him winter quarter, usually I would crack up during his lectures, he's so funny even when he's not trying to be, u can tell Scott really cares about music as a culture"", ""I took a class with him in the early 90s. I see from the other ratings, he hasn't changed. Very arrogant and thinks he's funny and engaging. He's not. He's only interested in India and HIS viewpoint. I really can't believe UCSB has kept him this long. Terrible teacher."", ""It was really hard to go to lectures, but he's passionate about the subject matter and can be funny so I really wanna give him a pass. but those 50 minute lectures felt like HOURS. I'm sad that I took this class for an arts credit, I wish I could have done something else.""]"
